"hgnc" "EntrezGene"
"3912" "TARBP2" 6895
"3913" "COX4I1" 1327
"3914" "NUDT17" 200035
"3915" "DUOX1" 53905
"3916" "ITGB4" 3691
"3917" "RAD50" 10111
"3918" "HGD" 3081
"3919" "TMEM44" 93109
"3920" "DLG2" 1740
"3921" "RAD51-AS1" 100505648
"3922" "RP11-128M1.1" NA
"3923" "HES1" 3280
"3924" "CTAGE3P" 220112
"3925" "CTTN" 2017
"3926" "ORAOV1" NA
"3927" "RP11-7F17.3" NA
"3928" "RNF5" 6048
"3929" "TTC7A" 57217
"3930" "RAP2B" 5912
"3931" "BRWD1" 54014
"3932" "RP11-1319K7.1" NA
"3933" "PGLS" 25796
"3934" "RP4-730K3.3" NA
"3935" "HNRNPLP1" 442157
"3936" "SHROOM3" 57619
"3937" "HNF1A-AS1" 283460
"3938" "ATXN2" 6311
"3939" "FAM207BP" 729535
"3940" "DBNDD2" 55861
"3941" "GPATCH1" 55094
"3942" "AHCTF1" 25909
"3943" "C1orf74" 148304
"3944" "GS1-124K5.3" NA
"3945" "MNS1" 55329
"3946" "APLNR" 187
"3947" "RP11-819M15.1" NA
"3948" "PLA2G6" 8398
"3949" "ECI1" 1632
"3950" "NFAT5" 10725
"3951" "PIH1D1" 55011
"3952" "RAB5C" 5878
"3953" "RP11-153M7.1" NA
"3954" "HKR1" 284459
"3955" "PSTPIP2" 9050
"3956" "LRRC66" 339977
"3957" "C1orf21" 81563
"3958" "GPM6A" 2823
"3959" "HBP1" 26959
"3960" "RIPPLY3" 53820
"3961" "RPL23AP2" 401904
"3962" "CUL1" 8454
"3963" "HSPH1" 10808
"3964" "MTFMT" 123263
"3965" "WDFY2" 115825
"3966" "PLEKHJ1" 55111
"3967" "POP7" 10248
"3968" "CIAPIN1" 57019
"3969" "RASL11B" 65997
"3970" "KIF20B" 9585
"3971" "MTHFD2" 10797
"3972" "NRIP2" 83714
"3973" "HCFC1" 3054
"3974" "CNPPD1" 27013
"3975" "ATM" 472
"3976" "TACC1" 6867
"3977" "RBFADN" 100506070
"3978" "CXCR6" 10663
"3979" "MARCH8" 220972
"3980" "B4GALT4" 8702
"3981" "PDXK" 8566
"3982" "KLHL36" 79786
"3983" "FASTKD5" 60493
"3984" "ATP11B" 23200
"3985" "ILVBL" 10994
"3986" "SMOX" 54498
"3987" "CNPY3" 10695
"3988" "GTPBP3" 84705
"3989" "KB-1460A1.5" NA
"3990" "ZNRD1-AS1" NA
"3991" "AOC3" 8639
"3992" "SOCS3" 9021
"3993" "KRT5" 3852
"3994" "CTD-2287O16.1" NA
"3995" "CEP44" 80817
"3996" "ADAMTSL5" 339366
"3997" "TMEM87B" 84910
"3998" "RP11-104G3.2" NA
"3999" "CAAP1" 79886
"4000" "ARFRP1" 10139
"4001" "SPAG5-AS1" 100506436
"4002" "MMS22L" 253714
"4003" "RP11-521B24.3" NA
"4004" "LRBA" 987
"4005" "PLCB4" 5332
"4006" "MACC1-AS1" 100874041
"4007" "COQ7" 10229
"4008" "RP11-503N18.4" NA
"4009" "YWHAQ" 10971
"4010" "RAB5B" 5869
"4011" "NPM1P25" 399804
"4012" "RP11-1223D19.1" NA
"4013" "LA16c-361A3.3" NA
"4014" "TGFB3" 7043
"4015" "ZNF419" 79744
"4016" "PRRX1" 5396
"4017" "KLF7" 8609
"4018" "CREG1" 8804
"4019" "ACAT2" 39
"4020" "RLIMP1" 100533695
"4021" "PRKAB1" 5564
"4022" "TMEM9" 252839
"4023" "FBXO44" 93611
"4024" "HEATR1" 55127
"4025" "TRAM1" 23471
"4026" "FAM89B" 23625
"4027" "KANK1" 23189
"4028" "PDE4A" 5141
"4029" "TCTA" 6988
"4030" "ILF3-AS1" NA
"4031" "TRPM4" 54795
"4032" "SEZ6L" 23544
"4033" "TLR5" 7100
"4034" "HMGN2P4" 643744
"4035" "CTD-2002H8.2" NA
"4036" "MRVI1" 10335
"4037" "JTB" 10899
"4038" "AC010468.1" NA
"4039" "FBXO22" 26263
"4040" "LRRFIP1" 9208
"4041" "RPL10AP2" 253986
"4042" "CYP4B1" 1580
"4043" "RNF40" 9810
"4044" "FOXO1" 2308
"4045" "COX7A1" 1346
"4046" "TMEM203" 94107
"4047" "KIAA0368" NA
"4048" "SLC25A6" 293
"4049" "SLC7A6" 9057
"4050" "ITCH" 83737
"4051" "OLFM4" 10562
"4052" "SLC22A20" NA
"4053" "SCARB1" 949
"4054" "ASPHD1" 253982
"4055" "SERTM1" 400120
"4056" "LRP12" 29967
"4057" "RASGEF1B" 153020
"4058" "INVS" 27130
"4059" "EIF4E" 1977
"4060" "MRPS7" 51081
"4061" "MFSD4" NA
"4062" "ZFAT" 57623
"4063" "PRIMA1" 145270
"4064" "GAB2" 9846
"4065" "ARHGAP20" 57569
"4066" "TNFRSF8" 943
"4067" "RPS6KB1" 6198
"4068" "SHROOM1" 134549
"4069" "NMT1" 4836
"4070" "ODC1" 4953
"4071" "RP11-909M7.3" NA
"4072" "MUC15" 143662
"4073" "PDE8A" 5151
"4074" "MIAT" 440823
"4075" "WDR11" 55717
"4076" "NONOP2" 100271700
"4077" "FNTB" 2342
"4078" "GPRASP2" 114928
"4079" "RP11-112J1.1" NA
"4080" "ZMIZ1" 57178
"4081" "AMIGO1" 57463
"4082" "CD55" 1604
"4083" "LPHN1" NA
"4084" "FLVCR1" 28982
"4085" "NPHP3" 27031
"4086" "SEPT4" 5414
"4087" "C6orf62" 81688
"4088" "MARVELD1" 83742
"4089" "CITED2" 10370
"4090" "RAP2A" 5911
"4091" "KDM8" 79831
"4092" "BRD1" 23774
"4093" "HOXD11" 3237
"4094" "CHCHD1" 118487
"4095" "RGS12" 6002
"4096" "HTATSF1" 27336
"4097" "AC005154.6" NA
"4098" "DNAJB14" 79982
"4099" "LRRC2" 79442
"4100" "TFCP2L1" 29842
"4101" "BRK1" 55845
"4102" "CTSZ" 1522
"4103" "NAA10" 8260
"4104" "TRIQK" 286144
"4105" "CCT6B" 10693
"4106" "ERCC8" 1161
"4107" "SMTNL2" 342527
"4108" "COL6A4P2" 646300
"4109" "KDM2B" 84678
"4110" "KLF16" 83855
"4111" "PRAF2" 11230
"4112" "ATAD5" 79915
"4113" "CEP128" 145508
"4114" "AIM1" NA
"4115" "ITGB8" 3696
"4116" "LINC00999" 399744
"4117" "RP11-489E7.4" NA
"4118" "DCDC2" 51473
"4119" "THAP7" 80764
"4120" "LINC01171" NA
"4121" "NDUFC1" 4717
"4122" "FMOD" 2331
"4123" "UBAC2" 337867
"4124" "ZNF551" 90233
"4125" "TRGC1" 6966
"4126" "DNA2" 1763
"4127" "SPATA25" 128497
"4128" "C2CD4B" 388125
"4129" "C1RL-AS1" 283314
"4130" "CTD-2527I21.14" NA
"4131" "GBP2" 2634
"4132" "RP11-73M7.6" NA
"4133" "EED" 8726
"4134" "TMSB10" 9168
"4135" "EFCC1" 79825
"4136" "ZC3H12A" 80149
"4137" "CFH" 3075
"4138" "ANO1" 55107
"4139" "PARD6B" 84612
"4140" "NINJ2" 4815
"4141" "LPIN2" 9663
"4142" "SMIM22" 440335
"4143" "GSTT1" 2952
"4144" "COX6B1" 1340
"4145" "INHBE" 83729
"4146" "FAAH" 2166
"4147" "ZNF514" 84874
"4148" "MVK" 4598
"4149" "LHFPL3" 375612
"4150" "SHOC2" 8036
"4151" "RP11-504P24.2" NA
"4152" "SPATA7" 55812
"4153" "DBP" 1628
"4154" "CD22" 933
"4155" "CDCA7" 83879
"4156" "RPL18" 6141
"4157" "PGBD1" 84547
"4158" "RHOJ" 57381
"4159" "HOXA9" 3205
"4160" "PLEKHH1" 57475
"4161" "ARPC1A" 10552
"4162" "GKAP1" 80318
"4163" "C5orf66" 100996485
"4164" "C6orf118" 168090
"4165" "CAP1P2" 399748
"4166" "FAM160B2" 64760
"4167" "MFSD11" 79157
"4168" "TUFM" 7284
"4169" "RP11-227G15.2" NA
"4170" "RP11-159C21.4" NA
"4171" "RPL13P5" 283345
"4172" "RAD18" 56852
"4173" "NEK9" 91754
"4174" "CTC-308K20.1" NA
"4175" "FASLG" 356
"4176" "RP11-843P14.1" NA
"4177" "TMEM175" 84286
"4178" "DHTKD1" 55526
"4179" "CLSTN2" 64084
"4180" "LINC00957" 255031
"4181" "SZT2" 23334
"4182" "FTX" 100302692
"4183" "XAF1" 54739
"4184" "LY9" 4063
"4185" "DCHS2" 54798
"4186" "LINC00115" 79854
"4187" "MIIP" 60672
"4188" "SLITRK6" 84189
"4189" "WDR44" 54521
"4190" "FAM207A" 85395
"4191" "RP11-728F11.4" NA
"4192" "GOLGA8R" 101059918
"4193" "ALDH1A1" 216
"4194" "SETDB1" 9869
"4195" "SNRPD3" 6634
"4196" "PPM1N" 147699
"4197" "POLA1" 5422
"4198" "APLP2" 334
"4199" "ZNF182" 7569
"4200" "RBM11" 54033
"4201" "TMEM258" 746
"4202" "PRMT10" NA
"4203" "TEKT2" 27285
"4204" "ARIH1" 25820
"4205" "ST3GAL3" 6487
"4206" "C15orf37" NA
"4207" "MED23" 9439
"4208" "PEAR1" 375033
"4209" "EZR" 7430
"4210" "SEPT7P2" 641977
"4211" "FEM1B" 10116
"4212" "VAC14-AS1" 100130894
"4213" "PRMT7" 54496
"4214" "LOH12CR2" 503693
"4215" "DNALI1" 7802
"4216" "LGALSL" 29094
"4217" "DHRS4" 10901
"4218" "RP11-277P12.20" NA
"4219" "RP11-423P10.2" NA
"4220" "ELOVL4" 6785
"4221" "JUP" 3728
"4222" "RP11-175K6.1" NA
"4223" "FGFR3" 2261
"4224" "FTH1P10" 2502
"4225" "PROSER2-AS1" 219731
"4226" "TEAD2" 8463
"4227" "BEND5" 79656
"4228" "FAM21C" NA
"4229" "RP11-148L24.1" NA
"4230" "WFDC1" 58189
"4231" "HNRNPA1P10" 664709
"4232" "SRRM5" 100170229
"4233" "PPT1" 5538
"4234" "MAPK11" 5600
"4235" "CIAO1" 9391
"4236" "ZNF618" 114991
"4237" "RP11-77H9.2" NA
"4238" "CCS" 9973
"4239" "TMEM25" 84866
"4240" "PCNX" NA
"4241" "SKA2P1" 729012
"4242" "NBPF15" 284565
"4243" "CHORDC1" 26973
"4244" "RP11-276H1.3" NA
"4245" "USB1" 79650
"4246" "JAG1" 182
"4247" "ARHGEF6" 9459
"4248" "RAC2" 5880
"4249" "TRMU" 55687
"4250" "SMPD2" 6610
"4251" "NHP2P1" 414200
"4252" "XXbac-B562F10.11" NA
"4253" "FOXN3" 1112
"4254" "SEPT10" 151011
"4255" "VN1R83P" 100312828
"4256" "SPIN4" 139886
"4257" "ZSCAN16-AS1" 100129195
"4258" "TMEM86B" 255043
"4259" "MUT" 4594
"4260" "RP11-529E15.1" NA
"4261" "FBXO25" 26260
"4262" "NDUFA2" 4695
"4263" "AP001062.7" NA
"4264" "RILPL1" 353116
"4265" "DCAF6" 55827
"4266" "CCDC96" 257236
"4267" "PPP1R14BP3" 100507617
"4268" "ARMC3" 219681
"4269" "HSF2" 3298
"4270" "NUFIP1P" 89761
"4271" "NTMT1" 28989
"4272" "FYTTD1" 84248
"4273" "MN1" 4330
"4274" "AGK" 55750
"4275" "HNRNPA3P5" 387933
"4276" "GCC2" 9648
"4277" "RP11-274B21.2" NA
"4278" "YPEL3" 83719
"4279" "MRPL39" 54148
"4280" "FRG1" 2483
"4281" "TSSC4" 10078
"4282" "BPI" 671
"4283" "STAG3L2" 442582
"4284" "SPDYE1" 285955
"4285" "CNNM4" 26504
"4286" "DRAP1" 10589
"4287" "KLHL28" 54813
"4288" "SAE1" 10055
"4289" "NR4A1" 3164
"4290" "PAN3" 255967
"4291" "RP5-1159O4.1" NA
"4292" "CLCN6" 1185
"4293" "C1S" 716
"4294" "ZNF586" 54807
"4295" "MAP2K2" 5605
"4296" "HIST1H2BD" 3017
"4297" "GNG5" 2787
"4298" "ZNF407" 55628
"4299" "ADARB1" 104
"4300" "NBR1" 4077
"4301" "TRIM45" 80263
"4302" "PNMAL2" NA
"4303" "TNS3" 64759
"4304" "PCSK6" 5046
"4305" "AL591479.1" NA
"4306" "AGPAT5" 55326
"4307" "RHOQP2" 730041
"4308" "CTIF" 9811
"4309" "TTC38" 55020
"4310" "DNAJC21" 134218
"4311" "SUV39H2" 79723
"4312" "RPS21" 6227
"4313" "OAZ1" 4946
"4314" "VPS37A" 137492
"4315" "PPAT" 5471
"4316" "OVOL1" 5017
"4317" "RFXANK" 8625
"4318" "EGR1" 1958
"4319" "TOMM7" 54543
"4320" "DEGS2" 123099
"4321" "PPP1R9A" 55607
"4322" "LDHAP7" 100190800
"4323" "SDK2" 54549
"4324" "MAD1L1" 8379
"4325" "TMEM194A" NA
"4326" "TMED9" 54732
"4327" "RGS2" 5997
"4328" "HOXD9" 3235
"4329" "RPL18A" 6142
"4330" "TSTD3" 100130890
"4331" "BACE2" 25825
"4332" "FLT3" 2322
"4333" "RP11-304F15.7" NA
"4334" "ZNF134" 7693
"4335" "SLC39A7" 7922
"4336" "STAT3" 6774
"4337" "HSP90B1" 7184
"4338" "COL1A2" 1278
"4339" "RP11-536K7.3" NA
"4340" "NUP210" 23225
"4341" "RP11-467J12.1" NA
"4342" "RPS4XP3" 128580
"4343" "DNAJC30" 84277
"4344" "TKT" 7086
"4345" "RP11-503N18.1" NA
"4346" "JPH4" 84502
"4347" "PODXL" 5420
"4348" "ELFN1" 392617
"4349" "NFE2L1" 4779
"4350" "DOK4" 55715
"4351" "AC073343.1" NA
"4352" "UFSP1" 402682
"4353" "GDE1" 51573
"4354" "SCN1A" 6323
"4355" "NOLC1" 9221
"4356" "ASPM" 259266
"4357" "ARMCX4" 100131755
"4358" "TRIM16" 10626
"4359" "DOHH" 83475
"4360" "SLC39A6" 25800
"4361" "ANGPTL1" 9068
"4362" "POLR2I" 5438
"4363" "NPPA-AS1" 100379251
"4364" "ZFPM1" 161882
"4365" "GNG12-AS1" 100289178
"4366" "HGFAC" 3083
"4367" "IMMP1L" 196294
"4368" "RP11-44K6.4" NA
"4369" "TMEM214" 54867
"4370" "FAM83H-AS1" 100128338
"4371" "RPS12P23" 338870
"4372" "EXT2" 2132
"4373" "GABARAPL1" 23710
"4374" "EFNB2" 1948
"4375" "TMEM251" 26175
"4376" "PMF1" 11243
"4377" "CTD-2206G10.2" NA
"4378" "SIL1" 64374
"4379" "RP5-1009N12.1" NA
"4380" "DDIT4L" 115265
"4381" "RP11-379K22.3" NA
"4382" "MYOM1" 8736
"4383" "CLYBL" 171425
"4384" "PRDX4" 10549
"4385" "MEA1" 4201
"4386" "PIAS1" 8554
"4387" "SF3B1" 23451
"4388" "SLC38A2" 54407
"4389" "MAPK13" 5603
"4390" "NOC4L" 79050
"4391" "TTC14" 151613
"4392" "EMC9" 51016
"4393" "INPP1" 3628
"4394" "POU5F1B" 5462
"4395" "RPS6KL1" 83694
"4396" "RAB21" 23011
"4397" "LTB4R" 1241
"4398" "FLYWCH2" 114984
"4399" "RP11-467L13.5" NA
"4400" "SPATA41" 388182
"4401" "ZC3H11A" 9877
"4402" "RPS19BP1" 91582
"4403" "RP11-1348G14.4" NA
"4404" "MCL1" 4170
"4405" "PIF1" 80119
"4406" "RAB3GAP1" 22930
"4407" "SUFU" 51684
"4408" "PTPRN2" 5799
"4409" "REPIN1" 29803
"4410" "RP11-474O21.5" NA
"4411" "SIKE1" 80143
"4412" "C1orf112" 55732
"4413" "IRF5" 3663
"4414" "GTPBP6" 8225
"4415" "RP11-44K6.2" NA
"4416" "EHD3" 30845
"4417" "PJA1" 64219
"4418" "PKIG" 11142
"4419" "TADA3" 10474
"4420" "LINC00622" 644242
"4421" "PYCRL" NA
"4422" "FGR" 2268
"4423" "TMEM238" 388564
"4424" "HLA-H" 3136
"4425" "PAIP2B" 400961
"4426" "RP11-421N8.1" NA
"4427" "RP11-362K14.5" NA
"4428" "MED24" 9862
"4429" "METTL9" 51108
"4430" "RHOD" 29984
"4431" "STXBP3" 6814
"4432" "LRRTM1" 347730
"4433" "ANKAR" 150709
"4434" "RIN1" 9610
"4435" "RP3-512B11.3" NA
"4436" "GS1-257G1.1" NA
"4437" "GOT1" 2805
"4438" "C16orf91" 283951
"4439" "USPL1" 10208
"4440" "HOXB-AS3" 404266
"4441" "SCUBE2" 57758
"4442" "PPP1R14B" 26472
"4443" "PARP14" 54625
"4444" "HOXB8" 3218
"4445" "PYHIN1" 149628
"4446" "SNAI2" 6591
"4447" "TSPAN4" 7106
"4448" "SLC6A9" 6536
"4449" "TMOD1" 7111
"4450" "AC079922.2" NA
"4451" "LONRF1" 91694
"4452" "ZFR" 51663
"4453" "GS1-124K5.2" NA
"4454" "FAM184A" 79632
"4455" "CNOT6L" 246175
"4456" "ANAPC10" 10393
"4457" "MTCP1" 4515
"4458" "EEF1D" 1936
"4459" "EXTL3" 2137
"4460" "RGS6" 9628
"4461" "MECR" 51102
"4462" "DPP9" 91039
"4463" "RP11-53O19.3" NA
"4464" "STAU2" 27067
"4465" "SLC25A48" 153328
"4466" "KLHL15" 80311
"4467" "GLDC" 2731
"4468" "TUBA3FP" 113691
"4469" "MCC" 4163
"4470" "SPTLC1P1" 100874511
"4471" "CPSF4" 10898
"4472" "ZNF581" 51545
"4473" "ST3GAL2" 6483
"4474" "RP11-156K13.3" NA
"4475" "MMP25" 64386
"4476" "CBX3P9" 644101
"4477" "NUP107" 57122
"4478" "THRB" 7068
"4479" "KRTCAP3" 200634
"4480" "KANSL1" 284058
"4481" "DPM3" 54344
"4482" "ANKRD17" 26057
"4483" "RNF6" 6049
"4484" "ABCC1" 4363
"4485" "C4orf3" 401152
"4486" "NFE2L3" 9603
"4487" "CAPSL" 133690
"4488" "TMEM200B" 399474
"4489" "CCDC94" NA
"4490" "NOP56" 10528
"4491" "ARHGAP11B" 89839
"4492" "RP11-111M22.3" NA
"4493" "CD2BP2" 10421
"4494" "ZFP69B" 65243
"4495" "MORN5" 254956
"4496" "ME1" 4199
"4497" "INPPL1" 3636
"4498" "KIF14" 9928
"4499" "ALG1" 56052
"4500" "MBLAC1" 255374
"4501" "BNIP3P1" 319138
"4502" "PALMD" 54873
"4503" "AC005003.1" NA
"4504" "MYH7B" 57644
"4505" "PIGG" 54872
"4506" "XRCC1" 7515
"4507" "AC016734.2" NA
"4508" "FNDC5" 252995
"4509" "ABLIM1" 3983
"4510" "TNPO3" 23534
"4511" "DHFRP1" 573971
"4512" "CTAGE7P" 119437
"4513" "RP11-512M8.3" NA
"4514" "GCA" 25801
"4515" "DGUOK-AS1" 100874048
"4516" "RPRD1A" 55197
"4517" "HIC2" 23119
"4518" "SCRN2" 90507
"4519" "FAM162B" 221303
"4520" "TRIP11" 9321
"4521" "RPL41P2" 22970
"4522" "UBR1" 197131
"4523" "SMOC2" 64094
"4524" "MTURN" 222166
"4525" "RP1-290F12.3" NA
"4526" "PDE6A" 5145
"4527" "ZNF154" 7710
"4528" "RP13-444K19.1" NA
"4529" "FZD1" 8321
"4530" "LL0XNC01-7P3.1" NA
"4531" "MYO1B" 4430
"4532" "PIM2" 11040
"4533" "RUNDC1" 146923
"4534" "RP11-65I12.1" NA
"4535" "EBI3" 10148
"4536" "CCDC104" NA
"4537" "RP11-16E12.1" NA
"4538" "HERC2P3" 283755
"4539" "PERP" 64065
"4540" "RAN" 5901
"4541" "SGK223" NA
"4542" "ABHD15" 116236
"4543" "CTD-2245F17.3" NA
"4544" "MLLT11" 10962
"4545" "RP4-639F20.1" NA
"4546" "RPS6KC1" 26750
"4547" "SLFN12L" 100506736
"4548" "AC025165.8" NA
"4549" "CNKSR2" 22866
"4550" "PANK1" 53354
"4551" "PCDH1" 5097
"4552" "AC018463.4" NA
"4553" "RP3-402G11.27" NA
"4554" "RP11-343N15.5" NA
"4555" "TSPAN12" 23554
"4556" "PTMAP5" 150928
"4557" "LGR4" 55366
"4558" "CTD-2054N24.2" NA
"4559" "UFD1L" NA
"4560" "SGSM2" 9905
"4561" "FAM134B" NA
"4562" "PEPD" 5184
"4563" "ATP1A1OS" NA
"4564" "PDE4D" 5144
"4565" "NPM1P18" 10829
"4566" "LIN37" 55957
"4567" "RICTOR" 253260
"4568" "TSR2" 90121
"4569" "UBL5" 59286
"4570" "RP11-734E19.1" NA
"4571" "HSBP1L1" 440498
"4572" "C17orf70" NA
"4573" "SHISA4" 149345
"4574" "LINC00998" NA
"4575" "FOXP1" 27086
"4576" "DDX19A" 55308
"4577" "PSMB1" 5689
"4578" "RALY" 22913
"4579" "WNT7B" 7477
"4580" "LENG8-AS1" 104355426
"4581" "SS18L1" 26039
"4582" "CCDC74B" 91409
"4583" "TRMT10B" 158234
"4584" "WIPF2" 147179
"4585" "ZNF155" 7711
"4586" "STC1" 6781
"4587" "PPP1R3E" 90673
"4588" "CCDC85C" 317762
"4589" "TMEM121" 80757
"4590" "NIPAL3" 57185
"4591" "FMO1" 2326
"4592" "TFPI2" 7980
"4593" "MMAA" 166785
"4594" "PNCK" 139728
"4595" "GRIN1" 2902
"4596" "CHADL" 150356
"4597" "FAM83H" 286077
"4598" "CD44" 960
"4599" "PRDM4" 11108
"4600" "BFAR" 51283
"4601" "YARS" 8565
"4602" "TXLNG" 55787
"4603" "BLOC1S2" 282991
"4604" "RP11-215G15.5" NA
"4605" "TAOK1" 57551
"4606" "DNMT1" 1786
"4607" "GOLGB1" 2804
"4608" "TBC1D12" 23232
"4609" "NUDT10" 170685
"4610" "TLE6" 79816
"4611" "RPL10AP6" 100128936
"4612" "RPS15" 6209
"4613" "COX17" 10063
"4614" "CCNC" 892
"4615" "THG1L" 54974
"4616" "ADAMTS19" 171019
"4617" "RPS26" 6231
"4618" "TMSB4XP4" 7118
"4619" "PTP4A3" 11156
"4620" "RP11-120K18.2" NA
"4621" "FSCN1" 6624
"4622" "HSPD1" 3329
"4623" "LINC00910" 100130581
"4624" "RP11-138A9.1" NA
"4625" "NBPF2P" 343381
"4626" "ZNF576" 79177
"4627" "ATP2B1" 490
"4628" "RBM33" 155435
"4629" "AC092641.2" NA
"4630" "CHL1" 10752
"4631" "GSTO1" 9446
"4632" "NR2C2AP" 126382
"4633" "CXCL9" 4283
"4634" "TMEM147" 10430
"4635" "RP11-844P9.3" NA
"4636" "RP11-337C18.9" NA
"4637" "PPP1R7" 5510
"4638" "ADM5" 199800
"4639" "RGS5" 8490
"4640" "RP11-428P16.2" NA
"4641" "RP11-54O7.17" NA
"4642" "ITGB5" 3693
"4643" "SKP2" 6502
"4644" "GPN1" 11321
"4645" "NFIL3" 4783
"4646" "SLC35B2" 347734
"4647" "FOXF2" 2295
"4648" "MTL5" NA
"4649" "PAIP1P1" 100421582
"4650" "TNNC2" 7125
"4651" "SRA1" 10011
"4652" "RHBDL3" 162494
"4653" "FAM86DP" 692099
"4654" "CHCHD2P6" 645317
"4655" "TOPORS" 10210
"4656" "CASK" 8573
"4657" "CYP8B1" 1582
"4658" "CDC23" 8697
"4659" "NT5C3AP1" 90859
"4660" "ZBTB12P1" NA
"4661" "TRPC1" 7220
"4662" "SLC35A3" 23443
"4663" "COL12A1" 1303
"4664" "RP11-166B2.7" NA
"4665" "TMEM54" 113452
"4666" "CCDC125" 202243
"4667" "GMFB" 2764
"4668" "CTAGE9" 643854
"4669" "C17orf103" NA
"4670" "ZNF433" 163059
"4671" "DERA" 51071
"4672" "ARAP3" 64411
"4673" "XXyac-YRM2039.2" NA
"4674" "SEMA6A" 57556
"4675" "GATS" NA
"4676" "C8orf48" 157773
"4677" "PER3" 8863
"4678" "ZNF239" 8187
"4679" "GIMAP4" 55303
"4680" "ZNF345" 25850
"4681" "HOOK1" 51361
"4682" "AGRN" 375790
"4683" "ZNF74" 7625
"4684" "TMEM218" 219854
"4685" "GAN" 8139
"4686" "IPO11" 51194
"4687" "PPP1R26" 9858
"4688" "RP11-157G21.2" NA
"4689" "CYB5B" 80777
"4690" "NDUFA3" 4696
"4691" "RHOBTB1" 9886
"4692" "LONP1" 9361
"4693" "ZNF738" 148203
"4694" "PAPOLG" 64895
"4695" "ALG6" 29929
"4696" "AGAP2" 116986
"4697" "APOPT1" 84334
"4698" "SNORD104" 692227
"4699" "NACC2" 138151
"4700" "MPDU1" 9526
"4701" "MSC" 9242
"4702" "EPB41L4A-AS1" 114915
"4703" "TDRD6" 221400
"4704" "RP11-565F19.2" NA
"4705" "C3orf18" 51161
"4706" "MDM4" 4194
"4707" "MEG8" 79104
"4708" "C1QTNF7" 114905
"4709" "C22orf26" NA
"4710" "RP11-43F13.1" NA
"4711" "NWD1" 284434
"4712" "SLC16A6" 9120
"4713" "CTDNEP1" 23399
"4714" "C5orf34" 375444
"4715" "CSNK1G2" 1455
"4716" "FAM132A" NA
"4717" "CR848007.2" NA
"4718" "RP11-33B1.2" NA
"4719" "CBLN3" 643866
"4720" "MAGI2" 9863
"4721" "FAM101B" NA
"4722" "TERF1" 7013
"4723" "CDCP1" 64866
"4724" "GS1-259H13.2" NA
"4725" "THBD" 7056
"4726" "TFDP2" 7029
"4727" "PLTP" 5360
"4728" "SDCCAG3" NA
"4729" "PRKCI" 5584
"4730" "CNOT10" 25904
"4731" "RALBP1" 10928
"4732" "AP4B1" 10717
"4733" "AKAP9" 10142
"4734" "AMOTL1" 154810
"4735" "RP11-356J5.12" NA
"4736" "ZNF598" 90850
"4737" "ZNF141" 7700
"4738" "DCUN1D2" 55208
"4739" "DOK1" 1796
"4740" "LRRC4B" 94030
"4741" "SLC7A11" 23657
"4742" "GRB14" 2888
"4743" "LLNLR-246C6.1" NA
"4744" "JOSD1" 9929
"4745" "PDCL3" 79031
"4746" "TIMM21" 29090
"4747" "PITPNC1" 26207
"4748" "C21orf91" 54149
"4749" "CHD6" 84181
"4750" "SLC30A1" 7779
"4751" "CCT4" 10575
"4752" "RP4-740C4.6" NA
"4753" "GIMAP8" 155038
"4754" "CMTM3" 123920
"4755" "ZHX1" 11244
"4756" "UBAP2" 55833
"4757" "PPP1R36" 145376
"4758" "KMT2E-AS1" 100216545
"4759" "ORMDL3" 94103
"4760" "ALKBH2" 121642
"4761" "ADAMTS9" 56999
"4762" "C21orf119" NA
"4763" "SULT1C2" 6819
"4764" "LYPLA2" 11313
"4765" "PM20D2" 135293
"4766" "PWWP2A" 114825
"4767" "HSP90AB1" 3326
"4768" "ZNF556" 80032
"4769" "MRPL23-AS1" 100133545
"4770" "METTL12" NA
"4771" "STX18" 53407
"4772" "IGHA1" 3493
"4773" "COL21A1" 81578
"4774" "ENAH" 55740
"4775" "SLC38A9" 153129
"4776" "PGF" 5228
"4777" "UBE4A" 9354
"4778" "MON2" 23041
"4779" "WDR70" 55100
"4780" "FBXO38" 81545
"4781" "ZNF382" 84911
"4782" "RP11-844P9.2" NA
"4783" "A1BG" 1
"4784" "RP11-37C7.3" NA
"4785" "ARL5B-AS1" NA
"4786" "RP11-434C1.1" NA
"4787" "CD9" 928
"4788" "APOBEC3F" 200316
"4789" "TLN1" 7094
"4790" "RASAL2" 9462
"4791" "RP11-304L19.3" NA
"4792" "RP13-36G14.4" NA
"4793" "LYSMD2" 256586
"4794" "EIF1B" 10289
"4795" "RP11-571M6.18" NA
"4796" "RP11-305E6.4" NA
"4797" "SH2D1B" 117157
"4798" "RP11-274E7.2" NA
"4799" "TOX2" 84969
"4800" "RP11-420L9.5" NA
"4801" "CHRAC1" 54108
"4802" "LGALS8" 3964
"4803" "ZNF823" 55552
"4804" "SETD5-AS1" NA
"4805" "PITRM1" 10531
"4806" "C10orf11" NA
"4807" "C11orf83" NA
"4808" "SNHG6" 641638
"4809" "ZNF320" 162967
"4810" "GDI2" 2665
"4811" "GM2A" 2760
"4812" "RAD51D" 5892
"4813" "PCTP" 58488
"4814" "BDH1" 622
"4815" "RP11-215A21.2" NA
"4816" "LYRM1" 57149
"4817" "SLC19A2" 10560
"4818" "ZER1" 10444
