"hgnc" "EntrezGene"
"15426" "CYP11A1" 1583
"15427" "SCARA5" 286133
"15428" "NOP9" 161424
"15429" "BVES-AS1" 154442
"15430" "ATP6V0A2" 23545
"15431" "AGL" 178
"15432" "HVCN1" 84329
"15433" "DAPK2" 23604
"15434" "SORBS1" 10580
"15435" "TRABD2A" 129293
"15436" "CRIPT" 9419
"15437" "GAL" 51083
"15438" "RP11-142L4.3" NA
"15439" "NUP160" 23279
"15440" "TFCP2" 7024
"15441" "LA16c-60H5.7" NA
"15442" "LAT2" 7462
"15443" "L3HYPDH" 112849
"15444" "MIEF1" 54471
"15445" "RP11-104N10.1" NA
"15446" "OXNAD1" 92106
"15447" "AAAS" 8086
"15448" "ZRANB2" 9406
"15449" "PDE12" 201626
"15450" "ASPHD2" 57168
"15451" "PHLDB3" 653583
"15452" "HNRNPRP1" 100125387
"15453" "ZNF17" 7565
"15454" "FAM35A" NA
"15455" "PCBP1-AS1" 400960
"15456" "SYMPK" 8189
"15457" "ANAPC5" 51433
"15458" "SNX21" 90203
"15459" "CCBL1" NA
"15460" "DNAJB5" 25822
"15461" "LZIC" 84328
"15462" "TMEM161B" 153396
"15463" "AFG3L2" 10939
"15464" "SPIDR" 23514
"15465" "GCAT" 23464
"15466" "AC007392.3" NA
"15467" "FAM127B" NA
"15468" "WASL" 8976
"15469" "RNF41" 10193
"15470" "C22orf43" NA
"15471" "DGAT1" 8694
"15472" "RP11-218E20.3" NA
"15473" "ANAPC2" 29882
"15474" "MESDC1" NA
"15475" "NELFA" 7469
"15476" "CST7" 8530
"15477" "PLD1" 5337
"15478" "CYB5R3" 1727
"15479" "UBE4B" 10277
"15480" "ADCK5" 203054
"15481" "ZNF599" 148103
"15482" "ANO10" 55129
"15483" "AC015849.19" NA
"15484" "ADCY4" 196883
"15485" "RAB4A" 5867
"15486" "POGK" 57645
"15487" "PUM1" 9698
"15488" "AC091801.1" NA
"15489" "ACTB" 60
"15490" "PNPT1" 87178
"15491" "AAR2" 25980
"15492" "GLI2" 2736
"15493" "FERMT1" 55612
"15494" "HOXB5" 3215
"15495" "HIVEP1" 3096
"15496" "MAP3K8" 1326
"15497" "C19orf55" NA
"15498" "TIPARP" 25976
"15499" "SERHL2" 253190
"15500" "GSTM1" 2944
"15501" "RP11-326G21.1" NA
"15502" "DPH6" 89978
"15503" "DSCR3" NA
"15504" "PIGK" 10026
"15505" "CENPJ" 55835
"15506" "CYB5RL" 606495
"15507" "HAUS7" 55559
"15508" "PTBP2" 58155
"15509" "PGRMC2" 10424
"15510" "SH3D21" 79729
"15511" "CALM2P2" 806
"15512" "C1orf173" NA
"15513" "CXXC4" 80319
"15514" "MEIS3P1" 4213
"15515" "CASP9" 842
"15516" "SOAT2" 8435
"15517" "SELENBP1" 8991
"15518" "NDUFV2P1" 4730
"15519" "TNFRSF10C" 8794
"15520" "LXN" 56925
"15521" "AC016708.2" NA
"15522" "IPO5" 3843
"15523" "AC005083.1" NA
"15524" "PDE3A" 5139
"15525" "ZNF117" 51351
"15526" "PCDHA6" 56142
"15527" "JAK3" 3718
"15528" "ALAS1" 211
"15529" "RP13-228J13.8" NA
"15530" "SAMSN1" 64092
"15531" "ELP2" 55250
"15532" "RSL24D1P1" 100129755
"15533" "ARMC2" 84071
"15534" "AKR1B10" 57016
"15535" "RELA" 5970
"15536" "E2F5" 1875
"15537" "NFIC" 4782
"15538" "CTSV" 1515
"15539" "ZNF85" 7639
"15540" "PANK2" 80025
"15541" "ENO2" 2026
"15542" "FBXW5" 54461
"15543" "RP11-504I13.3" NA
"15544" "ATXN7L1" 222255
"15545" "RPS4XP22" 100131614
"15546" "RP4-758J18.13" NA
"15547" "RHBDD1" 84236
"15548" "ZFAND6" 54469
"15549" "AP5M1" 55745
"15550" "PHRF1" 57661
"15551" "MAGT1" 84061
"15552" "MAX" 4149
"15553" "GAPDHP1" 2616
"15554" "ZNF826P" 664701
"15555" "AC016732.2" NA
"15556" "FZD7" 8324
"15557" "RP11-608O21.1" NA
"15558" "BBS9" 27241
"15559" "ZNF766" 90321
"15560" "TMEM199" 147007
"15561" "ENPP4" 22875
"15562" "NSMAF" 8439
"15563" "EIF1AXP1" 280661
"15564" "PFN4" 375189
"15565" "RP11-644F5.11" NA
"15566" "GZMH" 2999
"15567" "DYRK1B" 9149
"15568" "CCR5" 1234
"15569" "FAM109B" NA
"15570" "RP11-680H20.1" NA
"15571" "AC127904.2" NA
"15572" "ZNF781" 163115
"15573" "ARSA" 410
"15574" "AL161915.1" NA
"15575" "DGKZ" 8525
"15576" "RP13-93L13.2" NA
"15577" "OSGIN2" 734
"15578" "RP11-5C23.2" NA
"15579" "NIPA2" 81614
"15580" "ZNF165" 7718
"15581" "NBPF16" NA
"15582" "AC016757.3" NA
"15583" "PRDM5" 11107
"15584" "AP003068.23" NA
"15585" "CAD" 790
"15586" "F10" 2159
"15587" "MEMO1P1" 728556
"15588" "TLDC2" 140711
"15589" "TXLNB" 167838
"15590" "C10orf76" NA
"15591" "MFAP1" 4236
"15592" "CYP2U1" 113612
"15593" "RLTPR" NA
"15594" "POLDIP2" 26073
"15595" "PPP2CB" 5516
"15596" "RP11-543P15.1" NA
"15597" "CTD-3025N20.3" NA
"15598" "CTC-471F3.6" NA
"15599" "PUS7" 54517
"15600" "UBE2G1" 7326
"15601" "CTD-2562J17.7" NA
"15602" "NFATC3" 4775
"15603" "SMN2" 6607
"15604" "GBP5" 115362
"15605" "PPME1" 51400
"15606" "ZDHHC4" 55146
"15607" "GEMIN8" 54960
"15608" "SNHG10" 283596
"15609" "BACE1" 23621
"15610" "RP11-69E11.4" NA
"15611" "ANKLE2" 23141
"15612" "RP11-461A8.4" NA
"15613" "SMCO4" 56935
"15614" "CDS1" 1040
"15615" "IQSEC3" 440073
"15616" "CYTIP" 9595
"15617" "PEA15" 8682
"15618" "EPB41L4A-AS2" NA
"15619" "XPO5" 57510
"15620" "POLR1A" 25885
"15621" "CAV2" 858
"15622" "HNRNPKP4" 644063
"15623" "VAMP8" 8673
"15624" "ABR" 29
"15625" "FUZ" 80199
"15626" "KCNK5" 8645
"15627" "DHX38" 9785
"15628" "DCST2" 127579
"15629" "TTC33" 23548
"15630" "ZNF880" 400713
"15631" "CCSER1" 401145
"15632" "MS4A6A" 64231
"15633" "PCDHGA6" 56109
"15634" "VPS16" 64601
"15635" "SH3TC1" 54436
"15636" "ITPKC" 80271
"15637" "TP53RK" 112858
"15638" "ATP6AP1" 537
"15639" "ANO5" 203859
"15640" "GTF2E2" 2961
"15641" "BIVM" 54841
"15642" "RBM27" 54439
"15643" "ARHGEF25" 115557
"15644" "TFAP2E" 339488
"15645" "RPS2P4" 92427
"15646" "CBR3" 874
"15647" "ASB6" 140459
"15648" "COA5" 493753
"15649" "RP11-134P9.3" NA
"15650" "SNCAIP" 9627
"15651" "NAGK" 55577
"15652" "CEP170" 9859
"15653" "RNF170" 81790
"15654" "GLTP" 51228
"15655" "RP11-211G3.2" NA
"15656" "CUL9" 23113
"15657" "RP11-572O17.1" NA
"15658" "C11orf65" 160140
"15659" "RP11-46C24.7" NA
"15660" "RCBTB2" 1102
"15661" "NR3C2" 4306
"15662" "CYP2D7P" NA
"15663" "TMEM69" 51249
"15664" "LDLRAD2" 401944
"15665" "TRIM13" 10206
"15666" "TIRAP" 114609
"15667" "CRNKL1" 51340
"15668" "ADIRF-AS1" 100133190
"15669" "EPC1" 80314
"15670" "SPARC" 6678
"15671" "EFCAB13" 124989
"15672" "ANKH" 56172
"15673" "EIF5AL1" 143244
"15674" "PHACTR2" 9749
"15675" "PPIAP22" 653214
"15676" "HADHB" 3032
"15677" "HIGD1B" 51751
"15678" "S100A16" 140576
"15679" "RB1" 5925
"15680" "MOV10L1" 54456
"15681" "EI24P2" 100129866
"15682" "PPP2R2A" 5520
"15683" "ITGB3" 3690
"15684" "VARS2" 57176
"15685" "RBM4B" 83759
"15686" "ATF7IP" 55729
"15687" "EIF3EP1" 3647
"15688" "SLC2A4RG" 56731
"15689" "GPR22" 2845
"15690" "PAWR" 5074
"15691" "FAM126B" 285172
"15692" "PAK1IP1" 55003
"15693" "ACSL3" 2181
"15694" "LINC00937" 389634
"15695" "MLC1" 23209
"15696" "FOXO3" 2309
"15697" "LINC00478" NA
"15698" "RTKN" 6242
"15699" "TRAF7" 84231
"15700" "FAM46B" NA
"15701" "IL17RA" 23765
"15702" "ZNF747" 65988
"15703" "FABP4" 2167
"15704" "GNS" 2799
"15705" "RPL9" 6133
"15706" "KAZN" 23254
"15707" "OFD1" 8481
"15708" "KLK8" 11202
"15709" "AARSD1" 80755
"15710" "SLC25A30" 253512
"15711" "REXO2" 25996
"15712" "RP11-345P4.7" NA
"15713" "COL4A4" 1286
"15714" "TECPR2" 9895
"15715" "ACAP3" 116983
"15716" "PPIG" 9360
"15717" "TAL1" 6886
"15718" "PURA" 5813
"15719" "RPL3P7" 642741
"15720" "ORC4" 5000
"15721" "RP11-265N6.3" NA
"15722" "CKAP5" 9793
"15723" "TSC22D2" 9819
"15724" "TEC" 7006
"15725" "PLVAP" 83483
"15726" "CHST9" 83539
"15727" "RP11-349K21.1" NA
"15728" "DNAH7" 56171
"15729" "ARPC3" 10094
"15730" "ALMS1-IT1" 100874291
"15731" "EDN1" 1906
"15732" "DUSP8P5" 106903081
"15733" "DDX3X" 1654
"15734" "ZDHHC1" 29800
"15735" "PKD1P5" 348156
"15736" "CCDC102B" 79839
"15737" "PLAGL2" 5326
"15738" "RP11-1134I14.8" NA
"15739" "RP3-467N11.2" NA
"15740" "MUM1L1" 139221
"15741" "LPPR4" NA
"15742" "IPO13" 9670
"15743" "GPX2" 2877
"15744" "RALB" 5899
"15745" "CAMKK1" 84254
"15746" "FGF18" 8817
"15747" "PYY2" 23615
"15748" "ANXA5" 308
"15749" "CTC-429P9.3" NA
"15750" "PA2G4P4" 647033
"15751" "KLRF2" 100431172
"15752" "C9orf72" 203228
"15753" "RP11-689P11.2" NA
"15754" "SAT1" 6303
"15755" "PHF10" 55274
"15756" "AC090587.2" NA
"15757" "EIF1AD" 84285
"15758" "RASSF3" 283349
"15759" "HSPG2" 3339
"15760" "CHRNE" 1145
"15761" "RP11-498D10.6" NA
"15762" "ZBED3" 84327
"15763" "CCL4" 6351
"15764" "DUS3L" 56931
"15765" "ZNF408" 79797
"15766" "USP54" 159195
"15767" "RP11-849F2.8" NA
"15768" "NMRK1" 54981
"15769" "ABHD2" 11057
"15770" "RP1-313I6.12" NA
"15771" "CLCN4" 1183
"15772" "PCYT2" 5833
"15773" "MDFIC" 29969
"15774" "RMDN3" 55177
"15775" "RP11-611E13.2" NA
"15776" "EDNRA" 1909
"15777" "MYL12A" 10627
"15778" "PYGB" 5834
"15779" "MRAS" 22808
"15780" "RPAP1" 26015
"15781" "RARA" 5914
"15782" "PYGO1" 26108
"15783" "ACADM" 34
"15784" "LIN54" 132660
"15785" "CMBL" 134147
"15786" "CAV1" 857
"15787" "MFSD7" NA
"15788" "SPACA6P-AS" 102238594
"15789" "ENTPD8" 377841
"15790" "SIGLEC10" 89790
"15791" "LIFR" 3977
"15792" "AL354822.1" NA
"15793" "RP11-304L19.11" NA
"15794" "IFRD1" 3475
"15795" "CLDN7" 1366
"15796" "CAMKMT" 79823
"15797" "C2CD2L" 9854
"15798" "ST20" 400410
"15799" "NUCB2" 4925
"15800" "MTHFD1L" 25902
"15801" "AC009299.5" NA
"15802" "RP11-110I1.12" NA
"15803" "RNU6-1280P" 106481584
"15804" "AQP3" 360
"15805" "DDR1" 780
"15806" "SCFD1" 23256
"15807" "KCNJ2" 3759
"15808" "PRRX2" 51450
"15809" "RFX7" 64864
"15810" "MAP3K19" 80122
"15811" "C17orf72" NA
"15812" "DUSP23" 54935
"15813" "ANXA7" 310
"15814" "E2F4" 1874
"15815" "WRNIP1" 56897
"15816" "RP11-262D11.2" NA
"15817" "MBOAT1" 154141
"15818" "LZTFL1" 54585
"15819" "RAP1A" 5906
"15820" "FTH1P23" 100420300
"15821" "RP11-680G24.4" NA
"15822" "KAL1" NA
"15823" "TXNDC16" 57544
"15824" "CEP76" 79959
"15825" "RP11-319F12.2" NA
"15826" "YES1" 7525
"15827" "NDUFA6-AS1" NA
"15828" "RSAD2" 91543
"15829" "HSD17B6" 8630
"15830" "HIRIP3" 8479
"15831" "TBCCD1" 55171
"15832" "TOMM70A" NA
"15833" "HNRNPDL" 9987
"15834" "DARC" NA
"15835" "MBNL2" 10150
"15836" "BET1L" 51272
"15837" "RNF180" 285671
"15838" "TXNDC5" 81567
"15839" "DHRS7" 51635
"15840" "CCDC180" 100499483
"15841" "PRNP" 5621
"15842" "LSM1" 27257
"15843" "FAM102B" 284611
"15844" "LINC00511" 400619
"15845" "RP5-890E16.2" NA
"15846" "PDCD6" 10016
"15847" "CTD-3105H18.13" NA
"15848" "RASGRF2" 5924
"15849" "KCNMB3" 27094
"15850" "FBXL19-AS1" 283932
"15851" "GBA" 2629
"15852" "PATL2" 197135
"15853" "RAD17" 5884
"15854" "TMEM185A" 84548
"15855" "C6orf48" 50854
"15856" "SLC16A1" 6566
"15857" "RP3-508I15.9" NA
"15858" "SYNJ2" 8871
"15859" "UBE2Q1" 55585
"15860" "SAP30L" 79685
"15861" "EMC3" 55831
"15862" "METAP2" 10988
"15863" "NPY1R" 4886
"15864" "ADAM9" 8754
"15865" "SEC16A" 9919
"15866" "AC123768.4" NA
"15867" "AC139100.3" NA
"15868" "ARF4" 378
"15869" "RP11-1033A18.1" NA
"15870" "PPP4R2" 151987
"15871" "MFNG" 4242
"15872" "ZNF90" 7643
"15873" "ANKRD19P" 138649
"15874" "ZNF18" 7566
"15875" "ZSCAN31" 64288
"15876" "CIC" 23152
"15877" "C2orf42" 54980
"15878" "HK3" 3101
"15879" "RNASEH1" 246243
"15880" "CDIPT" 10423
"15881" "ST13P3" 144638
"15882" "HIVEP3" 59269
"15883" "PFDN1" 5201
"15884" "MIR497HG" 100506755
"15885" "ALCAM" 214
"15886" "ABCG2" 9429
"15887" "RNU4ATAC" 100151683
"15888" "RPA3-AS1" NA
"15889" "KIAA0753" 9851
"15890" "KIAA0247" NA
"15891" "CLCN2" 1181
"15892" "CRYM" 1428
"15893" "ERG" 2078
"15894" "ZMPSTE24" 10269
"15895" "RP11-382M14.1" NA
"15896" "ARL1" 400
"15897" "TIMP3" 7078
"15898" "TMEM134" 80194
"15899" "TMC6" 11322
"15900" "PNPO" 55163
"15901" "ZMYM3" 9203
"15902" "EIF4BP3" 100128771
"15903" "TOM1" 10043
"15904" "PRKD3" 23683
"15905" "RP11-574K11.29" NA
"15906" "SMG6" 23293
"15907" "PARVG" 64098
"15908" "PCDH18" 54510
"15909" "ARHGEF3" 50650
"15910" "ZNF829" 374899
"15911" "NBPF3" 84224
"15912" "LPPR5" NA
"15913" "MMP19" 4327
"15914" "ZNF517" 340385
"15915" "HESX1" 8820
"15916" "ABHD5" 51099
"15917" "GNG12" 55970
"15918" "LINC00863" 439994
"15919" "DDX20" 11218
"15920" "CD180" 4064
"15921" "ERGIC1" 57222
"15922" "TRNAU1AP" 54952
"15923" "CTC-429P9.5" NA
"15924" "RPF2" 84154
"15925" "BRF2" 55290
"15926" "MED15" 51586
"15927" "RPL14P1" 144581
"15928" "NCR3" 259197
"15929" "LYSMD1" 388695
"15930" "RPL4" 6124
"15931" "COQ4" 51117
"15932" "GTPBP10" 85865
"15933" "NAALADL1" 10004
"15934" "SIK1" 150094
"15935" "RP11-849H4.2" NA
"15936" "ZNF658" 26149
"15937" "ECD" 11319
"15938" "PPP1R35" 221908
"15939" "CDKL5" 6792
"15940" "VIP" 7432
"15941" "CDKN2B" 1030
"15942" "RP5-1103G7.4" NA
"15943" "KRT8P12" 90133
"15944" "RP11-532F12.5" NA
"15945" "PDCD4" 27250
"15946" "VSIG10" 54621
"15947" "RUNX1T1" 862
"15948" "LRSAM1" 90678
"15949" "EDRF1" 26098
"15950" "UBE2K" 3093
"15951" "NIPSNAP3A" 25934
"15952" "KCNAB1" 7881
"15953" "NSUN6" 221078
"15954" "LAMTOR5-AS1" 101410535
"15955" "WT1" 7490
"15956" "ZBED5" 58486
"15957" "THAP10" 56906
"15958" "AC013394.2" NA
"15959" "DDX47" 51202
"15960" "SHISA6" 388336
"15961" "TNFAIP8L2" 79626
"15962" "FANCC" 2176
"15963" "THAP5" 168451
"15964" "FAM150B" NA
"15965" "TVP23A" 780776
"15966" "CTAGE1" 64693
"15967" "CASC4" 113201
"15968" "FAM171A2" 284069
"15969" "SPSB2" 84727
"15970" "SCLT1" 132320
"15971" "RAD23BP1" 131185
"15972" "IARS2" 55699
"15973" "CCDC148" 130940
"15974" "HIGD1AP1" 100129086
"15975" "ME3" 10873
"15976" "RP11-319G6.1" NA
"15977" "AC011747.7" NA
"15978" "RAD23B" 5887
"15979" "TMEM41A" 90407
"15980" "MAF1" 84232
"15981" "ZNF736" 728927
"15982" "AK7" 122481
"15983" "BEAN1" 146227
"15984" "CA5B" 11238
"15985" "DDX51" 317781
"15986" "TTLL5" 23093
"15987" "HARS2" 23438
"15988" "VMP1" 81671
"15989" "BATF2" 116071
"15990" "RASSF4" 83937
"15991" "AMD1" 262
"15992" "SCNN1D" 6339
"15993" "NOM1" 64434
"15994" "LOX" 4015
"15995" "RMND5B" 64777
"15996" "PLD5" 200150
"15997" "RP11-410L14.2" NA
"15998" "GRM6" 2916
"15999" "KLHL4" 56062
"16000" "PRKD2" 25865
"16001" "HS6ST1" 9394
"16002" "EP400NL" NA
"16003" "CDH4" 1002
"16004" "NUP88" 4927
"16005" "RAB33A" 9363
"16006" "NSRP1" 84081
"16007" "PDHX" 8050
"16008" "RP3-428L16.2" NA
"16009" "ANKEF1" 63926
"16010" "PPP3CA" 5530
"16011" "SORT1" 6272
"16012" "RP11-849F2.5" NA
"16013" "HSPA2" 3306
"16014" "RP11-260M2.1" NA
"16015" "DNAAF1" 123872
"16016" "DUSP11" 8446
"16017" "KIAA0196" NA
"16018" "SLC25A38P1" 441915
"16019" "NOX4" 50507
"16020" "PVT1" 5820
"16021" "AC009948.5" NA
"16022" "NCSTN" 23385
"16023" "HNRNPA1P14" 100421351
"16024" "MPDZ" 8777
"16025" "POT1" 25913
"16026" "KIF2A" 3796
"16027" "B2M" 567
"16028" "RNF11" 26994
"16029" "BMP7" 655
"16030" "AC105020.1" NA
"16031" "GALT" 2592
"16032" "RP11-493K19.3" NA
"16033" "HSPA4L" 22824
"16034" "PCDHB8" 56128
"16035" "CCDC159" 126075
"16036" "ZNF334" 55713
"16037" "ZNF444" 55311
"16038" "HAVCR1P1" 100101266
"16039" "TMCO3" 55002
"16040" "LINC00605" 100131366
"16041" "PPP2R5D" 5528
"16042" "GLRB" 2743
"16043" "RPL7P23" 648000
"16044" "AKAP7" 9465
"16045" "CYBB" 1536
"16046" "KIAA1199" NA
"16047" "RP11-384O8.1" NA
"16048" "TBC1D10C" 374403
"16049" "ALKBH5" 54890
"16050" "MTX1" 4580
"16051" "IL18R1" 8809
"16052" "PPP1R13B" 23368
"16053" "PFKFB2" 5208
"16054" "SLC47A2" 146802
"16055" "HOXB-AS1" 100874362
"16056" "SDC3" 9672
"16057" "SESN2" 83667
"16058" "PBRM1" 55193
"16059" "CTC-534A2.2" NA
"16060" "SNHG12" 85028
"16061" "C6orf136" 221545
"16062" "CTD-2162K18.5" NA
"16063" "TMEM126B" 55863
"16064" "RP1-193H18.2" NA
"16065" "BSG" 682
"16066" "CYB5D2" 124936
"16067" "PWWP2B" 170394
"16068" "TSPAN13" 27075
"16069" "PAXIP1" 22976
"16070" "POU2F3" 25833
"16071" "RP1-134E15.3" NA
"16072" "MAN2A1" 4124
"16073" "ZNF100" 163227
"16074" "SLC25A5-AS1" 100303728
"16075" "CTA-445C9.15" NA
"16076" "AC007560.1" NA
"16077" "SAMD13" 148418
"16078" "MIPOL1" 145282
"16079" "C15orf59" NA
"16080" "SLC23A2" 9962
"16081" "MED21" 9412
"16082" "DCP2" 167227
"16083" "U47924.27" NA
"16084" "CTC-260E6.6" NA
"16085" "WASH4P" 374677
"16086" "CRNDE" 643911
"16087" "ADAM8" 101
"16088" "RP1-257A7.5" NA
"16089" "PRRT2" 112476
"16090" "EHHADH" 1962
"16091" "TIPRL" 261726
"16092" "LMAN1" 3998
"16093" "CENPCP1" 1061
"16094" "NIFK" 84365
"16095" "RANBP3" 8498
"16096" "RP11-680C21.1" NA
"16097" "EIF3LP1" 319117
"16098" "MRPS22" 56945
"16099" "MTA1" 9112
"16100" "ZKSCAN3" 80317
"16101" "RP11-397E7.4" NA
"16102" "TMEM102" 284114
"16103" "ACAP1" 9744
"16104" "GPR37" 2861
"16105" "KCNS2" 3788
"16106" "ASXL3" 80816
"16107" "NRDE2" 55051
"16108" "PXDN" 7837
"16109" "CAB39" 51719
"16110" "KRT8P32" 100289133
"16111" "APOBEC4" 403314
"16112" "HARS" 3035
"16113" "LINC00865" 643529
"16114" "AASDH" 132949
"16115" "CTC-429P9.2" NA
"16116" "CREB1" 1385
"16117" "PPM1K" 152926
"16118" "TMEM186" 25880
"16119" "GRHL1" 29841
"16120" "RP4-769N13.6" NA
"16121" "TATDN1" 83940
"16122" "ZFHX2" 85446
"16123" "MIR621" 693206
"16124" "RNF114" 55905
"16125" "YJEFN3" 374887
"16126" "SLC44A5" 204962
"16127" "ADGB" 79747
"16128" "TGFBR1" 7046
"16129" "SCML4" 256380
"16130" "CYP2D8P" 1568
"16131" "JAKMIP2" 9832
"16132" "HSPA1A" 3303
"16133" "AC073316.1" NA
"16134" "VWA3B" 200403
"16135" "HNRNPUP1" 319134
"16136" "PSMD9" 5715
"16137" "WDR13" 64743
"16138" "DYNLRB1" 83658
"16139" "DNAJB2" 3300
"16140" "ABCA2" 20
"16141" "B3GNT7" 93010
"16142" "C1orf158" 93190
"16143" "ETV6" 2120
"16144" "RRAS" 6237
"16145" "SEMA5A" 9037
"16146" "UCK1" 83549
"16147" "ACCS" 84680
"16148" "SNRPN" 6638
"16149" "COPB2" 9276
"16150" "RAB28" 9364
"16151" "RP3-355L5.4" NA
"16152" "VNN1" 8876
"16153" "PTPLB" NA
"16154" "SCFD2" 152579
"16155" "RP11-255J3.2" NA
"16156" "CLGN" 1047
"16157" "EPHA3" 2042
"16158" "MSH5" 4439
"16159" "RBM26-AS1" 100505538
"16160" "TMEM204" 79652
"16161" "FKBP1C" 642489
"16162" "POLG2" 11232
"16163" "CARS" 833
"16164" "CSTF1" 1477
"16165" "RP11-477N3.1" NA
"16166" "TRPC3" 7222
"16167" "CD300C" 10871
"16168" "DENND2C" 163259
"16169" "KBTBD7" 84078
"16170" "ZFYVE19" 84936
"16171" "TTC12" 54970
"16172" "CTB-31O20.2" NA
"16173" "TST" 7263
"16174" "CAMSAP1" 157922
"16175" "RP11-466H18.1" NA
"16176" "SLC4A4" 8671
"16177" "ANKRD42" 338699
"16178" "TM6SF1" 53346
"16179" "AP000662.4" NA
"16180" "RP11-166D19.1" NA
"16181" "PSMA6" 5687
"16182" "TNKS1BP1" 85456
"16183" "CNOT11" 55571
"16184" "GPIHBP1" 338328
"16185" "NCF1" 653361
"16186" "CRIP1" 1396
"16187" "ENGASE" 64772
"16188" "AC018766.4" NA
"16189" "GNA11" 2767
"16190" "ZRSR2" 8233
"16191" "FAM107A" 11170
"16192" "ASB9" 140462
"16193" "RSPH10B" 222967
"16194" "FBXW4P1" 26226
"16195" "EIF2B1" 1967
"16196" "AMN" 81693
"16197" "ZNF664" 144348
"16198" "GNGT2" 2793
"16199" "UGP2" 7360
"16200" "DLL4" 54567
"16201" "C2" 717
"16202" "RP11-44N12.2" NA
"16203" "BAG5" 9529
"16204" "NOTCH4" 4855
"16205" "PTPRE" 5791
"16206" "TANGO6" 79613
"16207" "AP000254.8" NA
"16208" "FAM219A" 203259
"16209" "KDM4A" 9682
"16210" "ITPR2" 3709
"16211" "TMEM110" NA
"16212" "CLP1" 10978
"16213" "FAM20B" 9917
"16214" "GCSAM" 257144
"16215" "CCDC6" 8030
"16216" "CPNE2" 221184
"16217" "ABHD16B" 140701
"16218" "SLC17A5" 26503
"16219" "TMEM66" NA
"16220" "DCTN2" 10540
"16221" "HAPLN1" 1404
"16222" "RARRES1" 5918
"16223" "MEMO1" 7795
"16224" "IL15RA" 3601
"16225" "TLK1" 9874
"16226" "ZFAND3" 60685
"16227" "ADAMTSL3" 57188
"16228" "C1orf106" NA
"16229" "GSPT1" 2935
"16230" "ABLIM3" 22885
"16231" "PLEKHG3" 26030
"16232" "FAM45A" 404636
"16233" "KBTBD8" 84541
"16234" "SAP130" 79595
"16235" "AC009299.3" NA
"16236" "RNPS1P1" 643446
"16237" "PLAC9" 219348
"16238" "GATC" 283459
"16239" "ADPRHL1" 113622
"16240" "SYAP1" 94056
"16241" "CTD-2516F10.2" NA
"16242" "RP11-378J18.8" NA
"16243" "TRNT1" 51095
"16244" "ACY1" 95
"16245" "AP001469.9" NA
"16246" "FAM50A" 9130
"16247" "TSSC2" 650368
"16248" "DDX23" 9416
"16249" "SPATA2L" 124044
"16250" "WWP2" 11060
"16251" "CDH3" 1001
"16252" "SRSF5" 6430
"16253" "ANK3" 288
"16254" "RPS6KB2" 6199
"16255" "AC006126.4" NA
"16256" "EGLN1" 54583
"16257" "HMGXB4" 10042
"16258" "GRIP2" 80852
"16259" "BMPR1APS1" NA
"16260" "RP11-15H20.5" NA
"16261" "FLOT2" 2319
"16262" "C20orf24" NA
"16263" "LYPLA2P1" 653639
"16264" "MFN2" 9927
"16265" "HMGCS1" 3157
"16266" "MRPL41" 64975
"16267" "OSGEPL1" 64172
"16268" "NDUFA13" 51079
"16269" "DNAJB9" 4189
"16270" "PTPRT" 11122
"16271" "COL18A1-AS1" 378832
"16272" "CEP57L1P1" 221017
"16273" "SCRN3" 79634
"16274" "ZFP41" 286128
"16275" "FBLIM1" 54751
"16276" "RP5-854E16.2" NA
"16277" "ZIK1" 284307
"16278" "ENKD1" 84080
"16279" "CTC-241F20.3" NA
"16280" "SRP72" 6731
"16281" "RBBP4" 5928
"16282" "PTGR2" 145482
"16283" "CLEC5A" 23601
"16284" "RAP1GDS1" 5910
"16285" "CAPN10" 11132
"16286" "TLE1P1" 645381
"16287" "SHANK2" 22941
"16288" "IQCK" 124152
"16289" "KIAA1875" NA
"16290" "HOXA10-AS" 100874323
"16291" "PPID" 5481
"16292" "WNT9A" 7483
"16293" "NAMPTL" NA
"16294" "G3BP2" 9908
"16295" "MRPL40" 64976
"16296" "AC005682.5" NA
"16297" "FN1" 2335
"16298" "THSD4" 79875
"16299" "RP11-703I16.1" NA
"16300" "ZNF774" 342132
"16301" "FAHD2CP" 729234
"16302" "IL1RAP" 3556
"16303" "AL627309.1" NA
"16304" "HSD17B7P2" 158160
"16305" "CCDC163P" NA
"16306" "TTC39B" 158219
"16307" "ZNF589" 51385
"16308" "C17orf80" 55028
"16309" "GPRASP1" 9737
"16310" "ENSAP2" 319114
"16311" "TAF6" 6878
"16312" "RP11-323C15.2" NA
"16313" "ACOT13" 55856
"16314" "TERF2IP" 54386
"16315" "YWHAH" 7533
"16316" "RP11-680A11.5" NA
"16317" "COQ10B" 80219
"16318" "TRMT6" 51605
"16319" "CRIM1" 51232
"16320" "KCTD15" 79047
"16321" "FBXO6" 26270
"16322" "MAK" 4117
"16323" "TUBA1C" 84790
"16324" "MAPKAPK5-AS1" 51275
"16325" "RPS10P7" 376693
"16326" "ATP6V1E1" 529
"16327" "AC006129.2" NA
"16328" "KIAA0319" 9856
"16329" "SLC25A23" 79085
"16330" "PLA2G7" 7941
"16331" "BEST1" 7439
"16332" "RP11-480G7.1" NA
"16333" "BCKDHB" 594
"16334" "TBC1D24" 57465
"16335" "ZNF707" 286075
"16336" "ROS1" 6098
